budget,release_date,revenue,title,month,year,rating,season,genre,profitability,name,category,characters
245000000.0,2015-10-26,880674609.0,Spectre,10,2015,PG-13,Fall,Action,635674609.0,Léa Seydoux,actress,"[""Madeleine""]"
175000000.0,2017-07-05,880166924.0,Spider-Man: Homecoming,7,2017,PG-13,Summer,Action,705166924.0,Michael Keaton,actor,"[""Adrian Toomes"",""Vulture""]"
175000000.0,2017-07-05,880166924.0,Spider-Man: Homecoming,7,2017,PG-13,Summer,Action,705166924.0,Robert Downey Jr.,actor,"[""Tony Stark"",""Iron Man""]"
175000000.0,2017-07-05,880166924.0,Spider-Man: Homecoming,7,2017,PG-13,Summer,Action,705166924.0,Marisa Tomei,actress,"[""May Parker""]"
175000000.0,2017-07-05,880166924.0,Spider-Man: Homecoming,7,2017,PG-13,Summer,Action,705166924.0,Tom Holland,actor,"[""Peter Parker"",""Spider-Man""]"
95000000.0,2012-06-26,877244782.0,Ice Age: Continental Drift,6,2012,PG,Summer,Animation,782244782.0,Ray Romano,actor,"[""Manny""]"
95000000.0,2012-06-26,877244782.0,Ice Age: Continental Drift,6,2012,PG,Summer,Animation,782244782.0,John Leguizamo,actor,"[""Sid""]"
95000000.0,2012-06-26,877244782.0,Ice Age: Continental Drift,6,2012,PG,Summer,Animation,782244782.0,Denis Leary,actor,"[""Diego""]"
95000000.0,2012-06-26,877244782.0,Ice Age: Continental Drift,6,2012,PG,Summer,Animation,782244782.0,Aziz Ansari,actor,"[""Squint""]"
75000000.0,2016-06-18,875457937.0,The Secret Life of Pets,6,2016,PG,Summer,Adventure,800457937.0,Kevin Hart,actor,"[""Snowball""]"
75000000.0,2016-06-18,875457937.0,The Secret Life of Pets,6,2016,PG,Summer,Adventure,800457937.0,Eric Stonestreet,actor,"[""Duke""]"
75000000.0,2016-06-18,875457937.0,The Secret Life of Pets,6,2016,PG,Summer,Adventure,800457937.0,Lake Bell,actress,"[""Chloe""]"
75000000.0,2016-06-18,875457937.0,The Secret Life of Pets,6,2016,PG,Summer,Adventure,800457937.0,Louis C.K.,actor,"[""Max""]"
250000000.0,2016-03-23,873634919.0,Batman v Superman: Dawn of Justice,3,2016,PG-13,Spring,Action,623634919.0,Amy Adams,actress,"[""Lois""]"
250000000.0,2016-03-23,873634919.0,Batman v Superman: Dawn of Justice,3,2016,PG-13,Spring,Action,623634919.0,Henry Cavill,actor,"[""Clark Kent"",""Superman""]"
250000000.0,2016-03-23,873634919.0,Batman v Superman: Dawn of Justice,3,2016,PG-13,Spring,Action,623634919.0,Jesse Eisenberg,actor,"[""Lex Luthor""]"
250000000.0,2016-03-23,873634919.0,Batman v Superman: Dawn of Justice,3,2016,PG-13,Spring,Action,623634919.0,Ben Affleck,actor,"[""Bruce Wayne"",""Batman""]"
200000000.0,2017-04-19,863756051.0,Guardians of the Galaxy Vol. 2,4,2017,PG-13,Spring,Action,663756051.0,Zoe Saldana,actress,"[""Gamora""]"
200000000.0,2017-04-19,863756051.0,Guardians of the Galaxy Vol. 2,4,2017,PG-13,Spring,Action,663756051.0,Chris Pratt,actor,"[""Peter Quill"",""Star-Lord""]"
200000000.0,2017-04-19,863756051.0,Guardians of the Galaxy Vol. 2,4,2017,PG-13,Spring,Action,663756051.0,Vin Diesel,actor,"[""Baby Groot""]"
200000000.0,2017-04-19,863756051.0,Guardians of the Galaxy Vol. 2,4,2017,PG-13,Spring,Action,663756051.0,Dave Bautista,actor,"[""Drax""]"
175000000.0,2015-06-09,857611174.0,Inside Out,6,2015,PG,Summer,Drama,682611174.0,Bill Hader,actor,"[""Fear""]"
175000000.0,2015-06-09,857611174.0,Inside Out,6,2015,PG,Summer,Drama,682611174.0,Amy Poehler,actress,"[""Joy""]"
175000000.0,2015-06-09,857611174.0,Inside Out,6,2015,PG,Summer,Drama,682611174.0,Lewis Black,actor,"[""Anger""]"
175000000.0,2015-06-09,857611174.0,Inside Out,6,2015,PG,Summer,Drama,682611174.0,Mindy Kaling,actress,"[""Disgust""]"
116000000.0,2018-09-28,855013954.0,Venom,9,2018,PG-13,Fall,Science Fiction,739013954.0,Tom Hardy,actor,"[""Eddie Brock"",""Venom""]"
116000000.0,2018-09-28,855013954.0,Venom,9,2018,PG-13,Fall,Science Fiction,739013954.0,Michelle Williams,actress,"[""Anne Weying""]"
116000000.0,2018-09-28,855013954.0,Venom,9,2018,PG-13,Fall,Science Fiction,739013954.0,Scott Haze,actor,"[""Security Chief Roland Treece""]"
116000000.0,2018-09-28,855013954.0,Venom,9,2018,PG-13,Fall,Science Fiction,739013954.0,Riz Ahmed,actor,"[""Carlton Drake"",""Riot""]"
180000000.0,2017-10-25,853977126.0,Thor: Ragnarok,10,2017,PG-13,Fall,Action,673977126.0,Tom Hiddleston,actor,"[""Loki""]"
180000000.0,2017-10-25,853977126.0,Thor: Ragnarok,10,2017,PG-13,Fall,Action,673977126.0,Mark Ruffalo,actor,"[""Bruce Banner"",""Hulk""]"
180000000.0,2017-10-25,853977126.0,Thor: Ragnarok,10,2017,PG-13,Fall,Action,673977126.0,Chris Hemsworth,actor,"[""Thor""]"
180000000.0,2017-10-25,853977126.0,Thor: Ragnarok,10,2017,PG-13,Fall,Action,673977126.0,Cate Blanchett,actress,"[""Hela""]"
130000000.0,2013-11-15,847423452.0,The Hunger Games: Catching Fire,11,2013,PG-13,Holiday,Adventure,717423452.0,Philip Seymour Hoffman,actor,"[""Plutarch Heavensbee""]"
130000000.0,2013-11-15,847423452.0,The Hunger Games: Catching Fire,11,2013,PG-13,Holiday,Adventure,717423452.0,Josh Hutcherson,actor,"[""Peeta Mellark""]"
130000000.0,2013-11-15,847423452.0,The Hunger Games: Catching Fire,11,2013,PG-13,Holiday,Adventure,717423452.0,Jennifer Lawrence,actress,"[""Katniss Everdeen""]"
130000000.0,2013-11-15,847423452.0,The Hunger Games: Catching Fire,11,2013,PG-13,Holiday,Adventure,717423452.0,Liam Hemsworth,actor,"[""Gale Hawthorne""]"
120000000.0,2012-11-13,829000000.0,The Twilight Saga: Breaking Dawn - Part 2,11,2012,PG-13,Holiday,Adventure,709000000.0,Peter Facinelli,actor,"[""Dr. Carlisle Cullen""]"
120000000.0,2012-11-13,829000000.0,The Twilight Saga: Breaking Dawn - Part 2,11,2012,PG-13,Holiday,Adventure,709000000.0,Taylor Lautner,actor,"[""Jacob Black""]"
120000000.0,2012-11-13,829000000.0,The Twilight Saga: Breaking Dawn - Part 2,11,2012,PG-13,Holiday,Adventure,709000000.0,Kristen Stewart,actress,"[""Bella Swan""]"
120000000.0,2012-11-13,829000000.0,The Twilight Saga: Breaking Dawn - Part 2,11,2012,PG-13,Holiday,Adventure,709000000.0,Robert Pattinson,actor,"[""Edward Cullen""]"
160000000.0,2010-07-15,825532764.0,Inception,7,2010,PG-13,Summer,Action,665532764.0,Joseph Gordon-Levitt,actor,"[""Arthur""]"
160000000.0,2010-07-15,825532764.0,Inception,7,2010,PG-13,Summer,Action,665532764.0,Ken Watanabe,actor,"[""Saito""]"
160000000.0,2010-07-15,825532764.0,Inception,7,2010,PG-13,Summer,Action,665532764.0,Ellen Page,actress,"[""Ariadne""]"
160000000.0,2010-07-15,825532764.0,Inception,7,2010,PG-13,Summer,Action,665532764.0,Leonardo DiCaprio,actor,"[""Cobb""]"
149000000.0,2017-05-30,821847012.0,Wonder Woman,5,2017,PG-13,Summer,Action,672847012.0,Lucy Davis,actress,"[""Etta""]"
149000000.0,2017-05-30,821847012.0,Wonder Woman,5,2017,PG-13,Summer,Action,672847012.0,Chris Pine,actor,"[""Steve Trevor""]"
149000000.0,2017-05-30,821847012.0,Wonder Woman,5,2017,PG-13,Summer,Action,672847012.0,Robin Wright,actress,"[""Antiope""]"
149000000.0,2017-05-30,821847012.0,Wonder Woman,5,2017,PG-13,Summer,Action,672847012.0,Gal Gadot,actress,"[""Diana""]"
180000000.0,2016-11-16,809342332.0,Fantastic Beasts and Where to Find Them,11,2016,PG-13,Holiday,Adventure,629342332.0,Alison Sudol,actress,"[""Queenie""]"
180000000.0,2016-11-16,809342332.0,Fantastic Beasts and Where to Find Them,11,2016,PG-13,Holiday,Adventure,629342332.0,Dan Fogler,actor,"[""Jacob Kowalski""]"
180000000.0,2016-11-16,809342332.0,Fantastic Beasts and Where to Find Them,11,2016,PG-13,Holiday,Adventure,629342332.0,Eddie Redmayne,actor,"[""Newt""]"
180000000.0,2016-11-16,809342332.0,Fantastic Beasts and Where to Find Them,11,2016,PG-13,Holiday,Adventure,629342332.0,Katherine Waterston,actress,"[""Tina""]"
175000000.0,2017-10-27,800526015.0,Coco,10,2017,PG,Fall,Animation,625526015.0,Alanna Ubach,actress,"[""Mamá Imelda""]"
175000000.0,2017-10-27,800526015.0,Coco,10,2017,PG,Fall,Animation,625526015.0,Gael García Bernal,actor,"[""Héctor""]"
175000000.0,2017-10-27,800526015.0,Coco,10,2017,PG,Fall,Animation,625526015.0,Benjamin Bratt,actor,"[""Ernesto de la Cruz""]"
175000000.0,2017-10-27,800526015.0,Coco,10,2017,PG,Fall,Animation,625526015.0,Anthony Gonzalez,actor,"[""Miguel""]"
230000000.0,2017-05-23,794861794.0,Pirates of the Caribbean: Dead Men Tell No Tales,5,2017,PG-13,Summer,Adventure,564861794.0,Geoffrey Rush,actor,"[""Captain Hector Barbossa""]"
230000000.0,2017-05-23,794861794.0,Pirates of the Caribbean: Dead Men Tell No Tales,5,2017,PG-13,Summer,Adventure,564861794.0,Orlando Bloom,actor,"[""Will Turner""]"
230000000.0,2017-05-23,794861794.0,Pirates of the Caribbean: Dead Men Tell No Tales,5,2017,PG-13,Summer,Adventure,564861794.0,Johnny Depp,actor,"[""Captain Jack Sparrow""]"
230000000.0,2017-05-23,794861794.0,Pirates of the Caribbean: Dead Men Tell No Tales,5,2017,PG-13,Summer,Adventure,564861794.0,Javier Bardem,actor,"[""Captain Salazar""]"
178000000.0,2018-07-13,791017452.0,Mission: Impossible - Fallout,7,2018,PG-13,Summer,Action,613017452.0,Ving Rhames,actor,"[""Luther Stickell""]"
178000000.0,2018-07-13,791017452.0,Mission: Impossible - Fallout,7,2018,PG-13,Summer,Action,613017452.0,Tom Cruise,actor,"[""Ethan Hunt""]"
178000000.0,2018-07-13,791017452.0,Mission: Impossible - Fallout,7,2018,PG-13,Summer,Action,613017452.0,Simon Pegg,actor,"[""Benji Dunn""]"
178000000.0,2018-07-13,791017452.0,Mission: Impossible - Fallout,7,2018,PG-13,Summer,Action,613017452.0,Henry Cavill,actor,"[""August Walker""]"
160000000.0,2013-05-21,788679850.0,Fast & Furious 6,5,2013,PG-13,Summer,Action,628679850.0,Vin Diesel,actor,"[""Dominic Toretto""]"
160000000.0,2013-05-21,788679850.0,Fast & Furious 6,5,2013,PG-13,Summer,Action,628679850.0,Michelle Rodriguez,actress,"[""Letty""]"
160000000.0,2013-05-21,788679850.0,Fast & Furious 6,5,2013,PG-13,Summer,Action,628679850.0,Dwayne Johnson,actor,"[""Hobbs""]"
160000000.0,2013-05-21,788679850.0,Fast & Furious 6,5,2013,PG-13,Summer,Action,628679850.0,Paul Walker,actor,"[""Brian O'Conner""]"
58000000.0,2016-02-09,783100000.0,Deadpool,2,2016,R,Winter,Action,725100000.0,Ryan Reynolds,actor,"[""Wade"",""Deadpool""]"
58000000.0,2016-02-09,783100000.0,Deadpool,2,2016,R,Winter,Action,725100000.0,Morena Baccarin,actress,"[""Vanessa""]"
58000000.0,2016-02-09,783100000.0,Deadpool,2,2016,R,Winter,Action,725100000.0,T.J. Miller,actor,"[""Weasel""]"
58000000.0,2016-02-09,783100000.0,Deadpool,2,2016,R,Winter,Action,725100000.0,Ed Skrein,actor,"[""Ajax""]"
170000000.0,2014-07-30,772776600.0,Guardians of the Galaxy,7,2014,PG-13,Summer,Action,602776600.0,Bradley Cooper,actor,"[""Rocket""]"
170000000.0,2014-07-30,772776600.0,Guardians of the Galaxy,7,2014,PG-13,Summer,Action,602776600.0,Zoe Saldana,actress,"[""Gamora""]"
170000000.0,2014-07-30,772776600.0,Guardians of the Galaxy,7,2014,PG-13,Summer,Action,602776600.0,Chris Pratt,actor,"[""Peter Quill""]"
170000000.0,2014-07-30,772776600.0,Guardians of the Galaxy,7,2014,PG-13,Summer,Action,602776600.0,Vin Diesel,actor,"[""Groot""]"
200000000.0,2019-08-01,760098996.0,Fast & Furious Presents: Hobbs & Shaw,8,2019,PG-13,Summer,Action,560098996.0,Idris Elba,actor,"[""Brixton""]"
200000000.0,2019-08-01,760098996.0,Fast & Furious Presents: Hobbs & Shaw,8,2019,PG-13,Summer,Action,560098996.0,Dwayne Johnson,actor,"[""Luke Hobbs""]"
200000000.0,2019-08-01,760098996.0,Fast & Furious Presents: Hobbs & Shaw,8,2019,PG-13,Summer,Action,560098996.0,Eiza González,actress,"[""Madam M""]"
200000000.0,2019-08-01,760098996.0,Fast & Furious Presents: Hobbs & Shaw,8,2019,PG-13,Summer,Action,560098996.0,Vanessa Kirby,actress,"[""Hattie Shaw""]"
180000000.0,2014-05-28,758539785.0,Maleficent,5,2014,PG,Summer,Fantasy,578539785.0,Lesley Manville,actress,"[""Flittle""]"
180000000.0,2014-05-28,758539785.0,Maleficent,5,2014,PG,Summer,Fantasy,578539785.0,Angelina Jolie,actress,"[""Maleficent""]"
180000000.0,2014-05-28,758539785.0,Maleficent,5,2014,PG,Summer,Fantasy,578539785.0,Elle Fanning,actress,"[""Aurora""]"
180000000.0,2014-05-28,758539785.0,Maleficent,5,2014,PG,Summer,Fantasy,578539785.0,Sharlto Copley,actor,"[""Stefan""]"
215000000.0,2012-06-23,757930663.0,The Amazing Spider-Man,6,2012,PG-13,Summer,Action,542930663.0,Irrfan Khan,actor,"[""Rajit Ratha""]"
215000000.0,2012-06-23,757930663.0,The Amazing Spider-Man,6,2012,PG-13,Summer,Action,542930663.0,Rhys Ifans,actor,"[""The Lizard"",""Dr. Curt Connors""]"
215000000.0,2012-06-23,757930663.0,The Amazing Spider-Man,6,2012,PG-13,Summer,Action,542930663.0,Emma Stone,actress,"[""Gwen Stacy""]"
215000000.0,2012-06-23,757930663.0,The Amazing Spider-Man,6,2012,PG-13,Summer,Action,542930663.0,Andrew Garfield,actor,"[""Spider-Man"",""Peter Parker""]"
165000000.0,2010-05-16,752600867.0,Shrek Forever After,5,2010,PG,Summer,Comedy,587600867.0,Antonio Banderas,actor,"[""Puss in Boots""]"
165000000.0,2010-05-16,752600867.0,Shrek Forever After,5,2010,PG,Summer,Comedy,587600867.0,Cameron Diaz,actress,"[""Princess Fiona""]"
165000000.0,2010-05-16,752600867.0,Shrek Forever After,5,2010,PG,Summer,Comedy,587600867.0,Mike Myers,actor,"[""Shrek""]"
165000000.0,2010-05-16,752600867.0,Shrek Forever After,5,2010,PG,Summer,Comedy,587600867.0,Eddie Murphy,actor,"[""Donkey""]"
125000000.0,2014-11-19,752100229.0,The Hunger Games: Mockingjay - Part 1,11,2014,PG-13,Holiday,Science Fiction,627100229.0,Woody Harrelson,actor,"[""Haymitch Abernathy""]"
125000000.0,2014-11-19,752100229.0,The Hunger Games: Mockingjay - Part 1,11,2014,PG-13,Holiday,Science Fiction,627100229.0,Josh Hutcherson,actor,"[""Peeta Mellark""]"
125000000.0,2014-11-19,752100229.0,The Hunger Games: Mockingjay - Part 1,11,2014,PG-13,Holiday,Science Fiction,627100229.0,Jennifer Lawrence,actress,"[""Katniss Everdeen""]"
125000000.0,2014-11-19,752100229.0,The Hunger Games: Mockingjay - Part 1,11,2014,PG-13,Holiday,Science Fiction,627100229.0,Liam Hemsworth,actor,"[""Gale Hawthorne""]"
250000000.0,2014-05-15,747862775.0,X-Men: Days of Future Past,5,2014,PG-13,Summer,Action,497862775.0,Ian McKellen,actor,"[""Magneto""]"
250000000.0,2014-05-15,747862775.0,X-Men: Days of Future Past,5,2014,PG-13,Summer,Action,497862775.0,James McAvoy,actor,"[""Charles Xavier""]"
250000000.0,2014-05-15,747862775.0,X-Men: Days of Future Past,5,2014,PG-13,Summer,Action,497862775.0,Patrick Stewart,actor,"[""Professor X""]"
250000000.0,2014-05-15,747862775.0,X-Men: Days of Future Past,5,2014,PG-13,Summer,Action,497862775.0,Hugh Jackman,actor,"[""Logan"",""Wolverine""]"
145000000.0,2012-06-06,746921274.0,Madagascar 3: Europe's Most Wanted,6,2012,PG,Summer,Animation,601921274.0,Ben Stiller,actor,"[""Alex""]"
145000000.0,2012-06-06,746921274.0,Madagascar 3: Europe's Most Wanted,6,2012,PG,Summer,Animation,601921274.0,Chris Rock,actor,"[""Marty""]"
145000000.0,2012-06-06,746921274.0,Madagascar 3: Europe's Most Wanted,6,2012,PG,Summer,Animation,601921274.0,David Schwimmer,actor,"[""Melman""]"
145000000.0,2012-06-06,746921274.0,Madagascar 3: Europe's Most Wanted,6,2012,PG,Summer,Animation,601921274.0,Jada Pinkett Smith,actress,"[""Gloria""]"
175000000.0,2016-08-03,746846894.0,Suicide Squad,8,2016,PG-13,Summer,Action,571846894.0,Jared Leto,actor,"[""The Joker""]"
175000000.0,2016-08-03,746846894.0,Suicide Squad,8,2016,PG-13,Summer,Action,571846894.0,Will Smith,actor,"[""Deadshot""]"
175000000.0,2016-08-03,746846894.0,Suicide Squad,8,2016,PG-13,Summer,Action,571846894.0,Viola Davis,actress,"[""Amanda Waller""]"
175000000.0,2016-08-03,746846894.0,Suicide Squad,8,2016,PG-13,Summer,Action,571846894.0,Margot Robbie,actress,"[""Harley Quinn""]"
200000000.0,2013-06-20,743559607.0,Monsters University,6,2013,G,Summer,Animation,543559607.0,Billy Crystal,actor,"[""Mike""]"
200000000.0,2013-06-20,743559607.0,Monsters University,6,2013,G,Summer,Animation,543559607.0,John Goodman,actor,"[""Sullivan""]"
200000000.0,2013-06-20,743559607.0,Monsters University,6,2013,G,Summer,Animation,543559607.0,Helen Mirren,actress,"[""Dean Hardscrabble""]"
200000000.0,2013-06-20,743559607.0,Monsters University,6,2013,G,Summer,Animation,543559607.0,Steve Buscemi,actor,"[""Randy""]"
110000000.0,2018-05-10,741547413.0,Deadpool 2,5,2018,PG-13,Summer,Action,631547413.0,Josh Brolin,actor,"[""Cable""]"
110000000.0,2018-05-10,741547413.0,Deadpool 2,5,2018,PG-13,Summer,Action,631547413.0,Ryan Reynolds,actor,"[""Wade Wilson"",""Deadpool"",""Voice of Juggernaut""]"
110000000.0,2018-05-10,741547413.0,Deadpool 2,5,2018,PG-13,Summer,Action,631547413.0,Morena Baccarin,actress,"[""Vanessa""]"
110000000.0,2018-05-10,741547413.0,Deadpool 2,5,2018,PG-13,Summer,Action,631547413.0,Julian Dennison,actor,"[""Firefist""]"
105000000.0,2013-10-03,716392705.0,Gravity,10,2013,PG-13,Fall,Science Fiction,611392705.0,Sandra Bullock,actress,"[""Ryan Stone""]"
105000000.0,2013-10-03,716392705.0,Gravity,10,2013,PG-13,Fall,Science Fiction,611392705.0,George Clooney,actor,"[""Matt Kowalski""]"
105000000.0,2013-10-03,716392705.0,Gravity,10,2013,PG-13,Fall,Science Fiction,611392705.0,Ed Harris,actor,"[""Mission Control""]"
105000000.0,2013-10-03,716392705.0,Gravity,10,2013,PG-13,Fall,Science Fiction,611392705.0,Orto Ignatiussen,actor,"[""Aningaaq""]"
170000000.0,2014-03-20,714766572.0,Captain America: The Winter Soldier,3,2014,PG-13,Spring,Action,544766572.0,Scarlett Johansson,actress,"[""Natasha Romanoff"",""Black Widow""]"
170000000.0,2014-03-20,714766572.0,Captain America: The Winter Soldier,3,2014,PG-13,Spring,Action,544766572.0,Samuel L. Jackson,actor,"[""Nick Fury""]"
170000000.0,2014-03-20,714766572.0,Captain America: The Winter Soldier,3,2014,PG-13,Spring,Action,544766572.0,Chris Evans,actor,"[""Steve Rogers"",""Captain America""]"
170000000.0,2014-03-20,714766572.0,Captain America: The Winter Soldier,3,2014,PG-13,Spring,Action,544766572.0,Robert Redford,actor,"[""Alexander Pierce""]"
110000000.0,2011-11-16,712171856.0,The Twilight Saga: Breaking Dawn - Part 1,11,2011,PG-13,Holiday,Adventure,602171856.0,Gil Birmingham,actor,"[""Billy""]"
110000000.0,2011-11-16,712171856.0,The Twilight Saga: Breaking Dawn - Part 1,11,2011,PG-13,Holiday,Adventure,602171856.0,Taylor Lautner,actor,"[""Jacob Black""]"
110000000.0,2011-11-16,712171856.0,The Twilight Saga: Breaking Dawn - Part 1,11,2011,PG-13,Holiday,Adventure,602171856.0,Kristen Stewart,actress,"[""Bella Swan""]"
110000000.0,2011-11-16,712171856.0,The Twilight Saga: Breaking Dawn - Part 1,11,2011,PG-13,Holiday,Adventure,602171856.0,Robert Pattinson,actor,"[""Edward Cullen""]"
170000000.0,2014-06-26,710644566.0,Dawn of the Planet of the Apes,6,2014,PG-13,Summer,Science Fiction,540644566.0,Andy Serkis,actor,"[""Caesar""]"
170000000.0,2014-06-26,710644566.0,Dawn of the Planet of the Apes,6,2014,PG-13,Summer,Science Fiction,540644566.0,Keri Russell,actress,"[""Ellie""]"
170000000.0,2014-06-26,710644566.0,Dawn of the Planet of the Apes,6,2014,PG-13,Summer,Science Fiction,540644566.0,Gary Oldman,actor,"[""Dreyfus""]"
170000000.0,2014-06-26,710644566.0,Dawn of the Planet of the Apes,6,2014,PG-13,Summer,Science Fiction,540644566.0,Kodi Smit-McPhee,actor,"[""Alexander""]"
200000000.0,2014-04-16,708962323.0,The Amazing Spider-Man 2,4,2014,PG-13,Spring,Action,508962323.0,Jamie Foxx,actor,"[""Electro"",""Max Dillon""]"
200000000.0,2014-04-16,708962323.0,The Amazing Spider-Man 2,4,2014,PG-13,Spring,Action,508962323.0,Paul Giamatti,actor,"[""Aleksei Sytsevich""]"
200000000.0,2014-04-16,708962323.0,The Amazing Spider-Man 2,4,2014,PG-13,Spring,Action,508962323.0,Emma Stone,actress,"[""Gwen Stacy""]"
200000000.0,2014-04-16,708962323.0,The Amazing Spider-Man 2,4,2014,PG-13,Spring,Action,508962323.0,Andrew Garfield,actor,"[""Spider-Man"",""Peter Parker""]"
35000000.0,2017-09-06,700381748.0,It,9,2017,R,Fall,Horror,665381748.0,Bill Skarsgård,actor,"[""Pennywise""]"
35000000.0,2017-09-06,700381748.0,It,9,2017,R,Fall,Horror,665381748.0,Jaeden Martell,actor,"[""Bill Denbrough""]"
35000000.0,2017-09-06,700381748.0,It,9,2017,R,Fall,Horror,665381748.0,Sophia Lillis,actress,"[""Beverly Marsh""]"
35000000.0,2017-09-06,700381748.0,It,9,2017,R,Fall,Horror,665381748.0,Finn Wolfhard,actor,"[""Richie Tozier""]"
68000000.0,2010-06-23,698491347.0,The Twilight Saga: Eclipse,6,2010,PG-13,Summer,Adventure,630491347.0,Taylor Lautner,actor,"[""Jacob Black""]"
68000000.0,2010-06-23,698491347.0,The Twilight Saga: Eclipse,6,2010,PG-13,Summer,Adventure,630491347.0,Xavier Samuel,actor,"[""Riley""]"
68000000.0,2010-06-23,698491347.0,The Twilight Saga: Eclipse,6,2010,PG-13,Summer,Adventure,630491347.0,Kristen Stewart,actress,"[""Bella Swan""]"
68000000.0,2010-06-23,698491347.0,The Twilight Saga: Eclipse,6,2010,PG-13,Summer,Adventure,630491347.0,Robert Pattinson,actor,"[""Edward Cullen""]"
150000000.0,2016-11-23,695331111.0,Moana,11,2016,PG,Holiday,Adventure,545331111.0,Dwayne Johnson,actor,"[""Maui""]"
150000000.0,2016-11-23,695331111.0,Moana,11,2016,PG,Holiday,Adventure,545331111.0,Temuera Morrison,actor,"[""Chief Tui""]"
150000000.0,2016-11-23,695331111.0,Moana,11,2016,PG,Holiday,Adventure,545331111.0,Rachel House,actress,"[""Gramma Tala""]"
150000000.0,2016-11-23,695331111.0,Moana,11,2016,PG,Holiday,Adventure,545331111.0,Auli'i Cravalho,actress,"[""Moana""]"
145000000.0,2011-12-07,694713380.0,Mission: Impossible - Ghost Protocol,12,2011,PG-13,Holiday,Action,549713380.0,Jeremy Renner,actor,"[""Brandt""]"
145000000.0,2011-12-07,694713380.0,Mission: Impossible - Ghost Protocol,12,2011,PG-13,Holiday,Action,549713380.0,Tom Cruise,actor,"[""Ethan Hunt""]"
